"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"State"	"State Code"	"Year"	"Year Code"	Projected Populations
	"55-59 years"	"55-59"	"Male"	"M"	"Mississippi"	"28"	"2023"	"2023"	94748
	"55-59 years"	"55-59"	"Male"	"M"	"Mississippi"	"28"	"2024"	"2024"	93086
	"55-59 years"	"55-59"	"Male"	"M"	"Mississippi"	"28"	"2025"	"2025"	92693
	"55-59 years"	"55-59"	"Male"	"M"	"Mississippi"	"28"	"2026"	"2026"	93572
	"55-59 years"	"55-59"	"Male"	"M"	"Mississippi"	"28"	"2027"	"2027"	94471
	"55-59 years"	"55-59"	"Male"	"M"	"Mississippi"	"28"	"2028"	"2028"	94621
	"55-59 years"	"55-59"	"Male"	"M"	"Mississippi"	"28"	"2029"	"2029"	94038
	"55-59 years"	"55-59"	"Male"	"M"	"Mississippi"	"28"	"2030"	"2030"	93031
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2004"	"2004"	157547
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2005"	"2005"	164883
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2006"	"2006"	171380
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2007"	"2007"	173147
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2008"	"2008"	175463
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2009"	"2009"	179641
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2010"	"2010"	184817
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2011"	"2011"	189887
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2012"	"2012"	194257
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2013"	"2013"	198908
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2014"	"2014"	202374
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2015"	"2015"	205671
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2016"	"2016"	207912
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2017"	"2017"	208945
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2018"	"2018"	208387
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2019"	"2019"	206770
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2020"	"2020"	202545
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2021"	"2021"	195967
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2022"	"2022"	188547
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2023"	"2023"	181489
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2024"	"2024"	176469
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2025"	"2025"	174867
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2026"	"2026"	176136
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2027"	"2027"	176535
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2028"	"2028"	175587
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2029"	"2029"	172968
	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	"2030"	"2030"	169311
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2004"	"2004"	30410
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2005"	"2005"	32450
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2006"	"2006"	34361
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2007"	"2007"	35535
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2008"	"2008"	36712
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2009"	"2009"	37703
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2010"	"2010"	38513
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2011"	"2011"	39103
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2012"	"2012"	39262
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2013"	"2013"	39278
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2014"	"2014"	39174
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2015"	"2015"	39066
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2016"	"2016"	38692
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2017"	"2017"	38226
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2018"	"2018"	37288
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2019"	"2019"	36342
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2020"	"2020"	34967
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2021"	"2021"	33408
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2022"	"2022"	31902
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2023"	"2023"	30727
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2024"	"2024"	30010
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2025"	"2025"	29937
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2026"	"2026"	30434
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2027"	"2027"	30815
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2028"	"2028"	31194
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2029"	"2029"	31452
	"55-59 years"	"55-59"	"Male"	"M"	"Montana"	"30"	"2030"	"2030"	31590
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2004"	"2004"	46967
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2005"	"2005"	49770
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2006"	"2006"	52271
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2007"	"2007"	53394
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2008"	"2008"	54357
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2009"	"2009"	55478
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2010"	"2010"	56583
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2011"	"2011"	57747
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2012"	"2012"	58388
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2013"	"2013"	59071
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2014"	"2014"	59539
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2015"	"2015"	60020
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2016"	"2016"	59976
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2017"	"2017"	59775
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2018"	"2018"	59268
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2019"	"2019"	58248
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2020"	"2020"	56512
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2021"	"2021"	54483
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2022"	"2022"	52305
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2023"	"2023"	50151
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2024"	"2024"	48742
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2025"	"2025"	48251
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2026"	"2026"	48319
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2027"	"2027"	48401
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2028"	"2028"	48215
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2029"	"2029"	47721
	"55-59 years"	"55-59"	"Male"	"M"	"Nebraska"	"31"	"2030"	"2030"	47222
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2004"	"2004"	68346
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2005"	"2005"	72556
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2006"	"2006"	76318
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2007"	"2007"	78029
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2008"	"2008"	80659
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2009"	"2009"	84229
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2010"	"2010"	88261
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2011"	"2011"	92384
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2012"	"2012"	96953
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2013"	"2013"	101387
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2014"	"2014"	105311
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2015"	"2015"	109433
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2016"	"2016"	113607
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2017"	"2017"	117525
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2018"	"2018"	120829
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2019"	"2019"	124178
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2020"	"2020"	126548
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2021"	"2021"	128040
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2022"	"2022"	128908
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2023"	"2023"	129977
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2024"	"2024"	131270
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2025"	"2025"	133434
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2026"	"2026"	135910
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2027"	"2027"	137610
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2028"	"2028"	138376
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2029"	"2029"	138352
	"55-59 years"	"55-59"	"Male"	"M"	"Nevada"	"32"	"2030"	"2030"	137607
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2004"	"2004"	40604
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2005"	"2005"	43096
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2006"	"2006"	45115
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2007"	"2007"	45609
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2008"	"2008"	46403
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2009"	"2009"	47464
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2010"	"2010"	48809
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2011"	"2011"	50306
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2012"	"2012"	51634
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2013"	"2013"	53004
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2014"	"2014"	54314
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2015"	"2015"	55357
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2016"	"2016"	56097
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2017"	"2017"	56224
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2018"	"2018"	55918
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2019"	"2019"	55373
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2020"	"2020"	54466
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2021"	"2021"	53036
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2022"	"2022"	51665
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2023"	"2023"	50215
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2024"	"2024"	49006
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2025"	"2025"	48203
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2026"	"2026"	47882
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2027"	"2027"	47254
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2028"	"2028"	46322
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2029"	"2029"	45299
	"55-59 years"	"55-59"	"Male"	"M"	"New Hampshire"	"33"	"2030"	"2030"	44203
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2004"	"2004"	237130
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2005"	"2005"	246620
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2006"	"2006"	253037
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2007"	"2007"	252245
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2008"	"2008"	254257
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2009"	"2009"	260297
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2010"	"2010"	267616
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2011"	"2011"	275915
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2012"	"2012"	284696
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2013"	"2013"	293375
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2014"	"2014"	300654
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2015"	"2015"	307401
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2016"	"2016"	312728
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2017"	"2017"	316087
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2018"	"2018"	317533
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2019"	"2019"	319261
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2020"	"2020"	318658
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2021"	"2021"	315444
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2022"	"2022"	310059
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2023"	"2023"	304311
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2024"	"2024"	298625
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2025"	"2025"	295554
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2026"	"2026"	293867
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2027"	"2027"	291300
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2028"	"2028"	287401
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2029"	"2029"	282121
	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	"2030"	"2030"	275501
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2004"	"2004"	54742
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2005"	"2005"	58477
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2006"	"2006"	61583
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2007"	"2007"	62789
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2008"	"2008"	64147
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2009"	"2009"	65479
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2010"	"2010"	66734
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2011"	"2011"	68076
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2012"	"2012"	69682
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2013"	"2013"	70992
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2014"	"2014"	72003
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2015"	"2015"	72914
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2016"	"2016"	73585
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2017"	"2017"	73686
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2018"	"2018"	73246
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2019"	"2019"	72280
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2020"	"2020"	70386
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2021"	"2021"	67628
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2022"	"2022"	64657
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2023"	"2023"	61994
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2024"	"2024"	60197
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2025"	"2025"	59395
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2026"	"2026"	59283
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2027"	"2027"	58997
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2028"	"2028"	58338
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2029"	"2029"	57080
	"55-59 years"	"55-59"	"Male"	"M"	"New Mexico"	"35"	"2030"	"2030"	55348
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2004"	"2004"	516204
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2005"	"2005"	540516
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2006"	"2006"	556632
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2007"	"2007"	556674
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2008"	"2008"	559695
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2009"	"2009"	567077
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2010"	"2010"	577296
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2011"	"2011"	588020
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2012"	"2012"	599777
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2013"	"2013"	612995
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2014"	"2014"	624434
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2015"	"2015"	635347
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2016"	"2016"	642272
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2017"	"2017"	644844
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2018"	"2018"	644177
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2019"	"2019"	643955
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2020"	"2020"	637823
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2021"	"2021"	627492
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2022"	"2022"	613285
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2023"	"2023"	597867
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2024"	"2024"	583036
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2025"	"2025"	574313
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2026"	"2026"	567559
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2027"	"2027"	556915
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2028"	"2028"	542431
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2029"	"2029"	524044
	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	"2030"	"2030"	502970
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2004"	"2004"	239530
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2005"	"2005"	251390
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2006"	"2006"	260704
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2007"	"2007"	263432
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2008"	"2008"	267035
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2009"	"2009"	273498
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2010"	"2010"	281007
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2011"	"2011"	289262
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2012"	"2012"	297614
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2013"	"2013"	306116
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2014"	"2014"	313198
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2015"	"2015"	321201
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2016"	"2016"	328374
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2017"	"2017"	333967
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2018"	"2018"	338418
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2019"	"2019"	343240
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2020"	"2020"	344829
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2021"	"2021"	343703
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2022"	"2022"	341525
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2023"	"2023"	340382
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2024"	"2024"	340766
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2025"	"2025"	345843
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2026"	"2026"	354053
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2027"	"2027"	360630
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2028"	"2028"	364164
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2029"	"2029"	364259
	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	"2030"	"2030"	361211
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2004"	"2004"	17957
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2005"	"2005"	19130
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2006"	"2006"	20284
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2007"	"2007"	21216
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2008"	"2008"	21938
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2009"	"2009"	22619
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2010"	"2010"	23231
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2011"	"2011"	23782
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2012"	"2012"	23754
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2013"	"2013"	23743
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2014"	"2014"	23759
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2015"	"2015"	23662
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2016"	"2016"	23432
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2017"	"2017"	23138
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2018"	"2018"	22662
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2019"	"2019"	21962
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2020"	"2020"	21012
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2021"	"2021"	19843
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2022"	"2022"	18728
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2023"	"2023"	17773
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2024"	"2024"	17085
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2025"	"2025"	16749
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2026"	"2026"	16707
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2027"	"2027"	16628
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2028"	"2028"	16573
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2029"	"2029"	16445
	"55-59 years"	"55-59"	"Male"	"M"	"North Dakota"	"38"	"2030"	"2030"	16305
	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	"2004"	"2004"	320986
	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	"2005"	"2005"	339192
	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	"2006"	"2006"	352749
	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	"2007"	"2007"	354406
	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	"2008"	"2008"	357397
	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	"2009"	"2009"	362943
	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	"2010"	"2010"	370823
	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	"2011"	"2011"	378156
	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	"2012"	"2012"	384881
