"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"65-74 years"	"65-74"	266	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"75-84 years"	"75-84"	327	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"85+ years"	"85+"	454	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"65-74 years"	"65-74"	220	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"75-84 years"	"75-84"	286	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"85+ years"	"85+"	394	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	"65-74 years"	"65-74"	215	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	"75-84 years"	"75-84"	323	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	"85+ years"	"85+"	422	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"65-74 years"	"65-74"	245	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"75-84 years"	"75-84"	294	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"85+ years"	"85+"	369	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"65-74 years"	"65-74"	233	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"75-84 years"	"75-84"	279	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"85+ years"	"85+"	369	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"65-74 years"	"65-74"	225	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"75-84 years"	"75-84"	320	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"85+ years"	"85+"	371	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"65-74 years"	"65-74"	228	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"75-84 years"	"75-84"	309	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"85+ years"	"85+"	352	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"65-74 years"	"65-74"	220	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"75-84 years"	"75-84"	311	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"85+ years"	"85+"	416	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"65-74 years"	"65-74"	262	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"75-84 years"	"75-84"	311	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"85+ years"	"85+"	444	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"65-74 years"	"65-74"	275	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"75-84 years"	"75-84"	387	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"85+ years"	"85+"	476	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"65-74 years"	"65-74"	284	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"75-84 years"	"75-84"	397	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"85+ years"	"85+"	572	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"65-74 years"	"65-74"	235	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"75-84 years"	"75-84"	325	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"85+ years"	"85+"	419	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"65-74 years"	"65-74"	249	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"75-84 years"	"75-84"	312	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"85+ years"	"85+"	396	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"65-74 years"	"65-74"	250	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"75-84 years"	"75-84"	295	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"85+ years"	"85+"	383	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"May, 2018"	"2018/05"	"65-74 years"	"65-74"	208	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"May, 2018"	"2018/05"	"75-84 years"	"75-84"	304	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"May, 2018"	"2018/05"	"85+ years"	"85+"	401	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"65-74 years"	"65-74"	224	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"75-84 years"	"75-84"	286	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"85+ years"	"85+"	392	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"65-74 years"	"65-74"	230	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"75-84 years"	"75-84"	290	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"85+ years"	"85+"	358	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"65-74 years"	"65-74"	255	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"75-84 years"	"75-84"	286	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"85+ years"	"85+"	352	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"65-74 years"	"65-74"	231	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"75-84 years"	"75-84"	300	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"85+ years"	"85+"	366	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"65-74 years"	"65-74"	273	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"75-84 years"	"75-84"	305	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"85+ years"	"85+"	371	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"65-74 years"	"65-74"	224	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"75-84 years"	"75-84"	309	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"85+ years"	"85+"	412	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"65-74 years"	"65-74"	262	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"75-84 years"	"75-84"	325	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"85+ years"	"85+"	444	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"65-74 years"	"65-74"	281	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"75-84 years"	"75-84"	357	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"85+ years"	"85+"	425	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"65-74 years"	"65-74"	244	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"75-84 years"	"75-84"	318	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"85+ years"	"85+"	410	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"65-74 years"	"65-74"	235	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"75-84 years"	"75-84"	324	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"85+ years"	"85+"	428	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"65-74 years"	"65-74"	245	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"75-84 years"	"75-84"	356	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"85+ years"	"85+"	392	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	"65-74 years"	"65-74"	252	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	"75-84 years"	"75-84"	368	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	"85+ years"	"85+"	398	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"65-74 years"	"65-74"	243	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"75-84 years"	"75-84"	324	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"85+ years"	"85+"	391	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"65-74 years"	"65-74"	229	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"75-84 years"	"75-84"	305	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"85+ years"	"85+"	387	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"65-74 years"	"65-74"	243	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"75-84 years"	"75-84"	303	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"85+ years"	"85+"	385	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"65-74 years"	"65-74"	232	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"75-84 years"	"75-84"	290	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"85+ years"	"85+"	350	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"65-74 years"	"65-74"	249	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"75-84 years"	"75-84"	301	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"85+ years"	"85+"	425	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"65-74 years"	"65-74"	238	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"75-84 years"	"75-84"	331	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"85+ years"	"85+"	389	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"65-74 years"	"65-74"	265	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"75-84 years"	"75-84"	352	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"85+ years"	"85+"	443	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"65-74 years"	"65-74"	317	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"75-84 years"	"75-84"	367	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"85+ years"	"85+"	277	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"65-74 years"	"65-74"	302	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"75-84 years"	"75-84"	353	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"85+ years"	"85+"	238	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"65-74 years"	"65-74"	327	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"75-84 years"	"75-84"	351	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"85+ years"	"85+"	252	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"65-74 years"	"65-74"	304	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"75-84 years"	"75-84"	319	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"85+ years"	"85+"	201	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"May, 2015"	"2015/05"	"65-74 years"	"65-74"	287	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"May, 2015"	"2015/05"	"75-84 years"	"75-84"	313	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"May, 2015"	"2015/05"	"85+ years"	"85+"	234	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"65-74 years"	"65-74"	276	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"75-84 years"	"75-84"	296	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"85+ years"	"85+"	181	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"65-74 years"	"65-74"	306	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"75-84 years"	"75-84"	324	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"85+ years"	"85+"	226	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"65-74 years"	"65-74"	297	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"75-84 years"	"75-84"	320	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"85+ years"	"85+"	227	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"65-74 years"	"65-74"	297	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"75-84 years"	"75-84"	327	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"85+ years"	"85+"	186	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"65-74 years"	"65-74"	291	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"75-84 years"	"75-84"	301	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"85+ years"	"85+"	251	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"65-74 years"	"65-74"	278	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"75-84 years"	"75-84"	299	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"85+ years"	"85+"	219	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"65-74 years"	"65-74"	338	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"75-84 years"	"75-84"	309	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"85+ years"	"85+"	205	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"65-74 years"	"65-74"	351	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"75-84 years"	"75-84"	355	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"85+ years"	"85+"	236	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"65-74 years"	"65-74"	317	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"75-84 years"	"75-84"	321	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"85+ years"	"85+"	236	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"65-74 years"	"65-74"	329	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"75-84 years"	"75-84"	316	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"85+ years"	"85+"	248	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"65-74 years"	"65-74"	322	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"75-84 years"	"75-84"	288	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"85+ years"	"85+"	208	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	"65-74 years"	"65-74"	331	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	"75-84 years"	"75-84"	315	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	"85+ years"	"85+"	211	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"65-74 years"	"65-74"	277	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"75-84 years"	"75-84"	284	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"85+ years"	"85+"	203	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"65-74 years"	"65-74"	297	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"75-84 years"	"75-84"	297	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"85+ years"	"85+"	209	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"65-74 years"	"65-74"	320	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"75-84 years"	"75-84"	286	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"85+ years"	"85+"	231	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"65-74 years"	"65-74"	274	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"75-84 years"	"75-84"	297	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"85+ years"	"85+"	182	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"65-74 years"	"65-74"	278	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"75-84 years"	"75-84"	350	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"85+ years"	"85+"	231	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"65-74 years"	"65-74"	298	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"75-84 years"	"75-84"	320	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"85+ years"	"85+"	226	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"65-74 years"	"65-74"	334	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"75-84 years"	"75-84"	311	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"85+ years"	"85+"	248	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"65-74 years"	"65-74"	369	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"75-84 years"	"75-84"	356	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"85+ years"	"85+"	209	Not Applicable	Not Applicable
